L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,ATC_Code,Name,DDD,U,Adm.R,Note
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,H01AC04,sermorelin,,,,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,H01AC05,mecasermin rinfabate,,,,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,H01AC06,tesamorelin,,,,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AX,Other anterior pituitary lobe hormones and analogues,H01AX01,pegvisomant,10,mg,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,H01BA01,vasopressin (argipressin),40,U,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,H01BA02,desmopressin,25,mcg,N,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,H01BA02,desmopressin,0.4,mg,O,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,H01BA02,desmopressin,4,mcg,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,H01BA02,desmopressin,0.24,mg,SL,base
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,H01BA03,lypressin,20,U,N,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,H01BA03,lypressin,20,U,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,H01BA04,terlipressin,12,mg,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,H01BA05,ornipressin,5,U,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BB,Oxytocin and analogues,H01BB01,demoxytocin,100,U,O,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BB,Oxytocin and analogues,H01BB02,oxytocin,15,U,N,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BB,Oxytocin and analogues,H01BB02,oxytocin,200,U,O,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BB,Oxytocin and analogues,H01BB02,oxytocin,15,U,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BB,Oxytocin and analogues,H01BB03,carbetocin,0.1,mg,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CA,Gonadotropin-releasing hormones,H01CA01,gonadorelin,,,,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CA,Gonadotropin-releasing hormones,H01CA02,nafarelin,0.4,mg,N,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CB,Somatostatin and analogues,H01CB01,somatostatin,6,mg,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CB,Somatostatin and analogues,H01CB02,octreotide,0.7,mg,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CB,Somatostatin and analogues,H01CB03,lanreotide,3,mg,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CB,Somatostatin and analogues,H01CB04,vapreotide,,,,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CB,Somatostatin and analogues,H01CB05,pasireotide,1.2,mg,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CC,Anti-gonadotropin-releasing hormones,H01CC01,ganirelix,0.25,mg,P,
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CC,Anti-gonadotropin-releasing hormones,H01CC02,cetrorelix,0.25,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AA,Mineralocorticoids,H02AA01,aldosterone,,,,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AA,Mineralocorticoids,H02AA02,fludrocortisone,0.1,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AA,Mineralocorticoids,H02AA03,desoxycortone,5,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AA,Mineralocorticoids,H02AA03,desoxycortone,5,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB01,betamethasone,1.5,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB01,betamethasone,1.5,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB01,betamethasone,0.4,mg,P,depot
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB02,dexamethasone,1.5,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB02,dexamethasone,1.5,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB03,fluocortolone,10,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB04,methylprednisolone,20,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB04,methylprednisolone,7.5,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB05,paramethasone,4,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB05,paramethasone,4,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB06,prednisolone,10,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB06,prednisolone,10,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB07,prednisone,10,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB08,triamcinolone,7.5,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB08,triamcinolone,7.5,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB09,hydrocortisone,30,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB09,hydrocortisone,30,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB10,cortisone,37.5,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB10,cortisone,37.5,mg,P,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB11,prednylidene,12,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB12,rimexolone,20,mg,P,intraarticular
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB13,deflazacort,15,mg,O,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB14,cloprednol,,,,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB15,meprednisone,,,,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,CORTICOSTEROIDS FOR SYSTEMIC USE & PLAIN,H02AB,Glucocorticoids,H02AB17,cortivazol,,,,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02B,CORTICOSTEROIDS FOR SYSTEMIC USE & COMBINATIONS,H02BX,Corticosteroids for systemic use & combinations,H02BX01,"methylprednisolone, combinations",,,,
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02C,ANTIADRENAL PREPARATIONS,H02CA,Anticorticosteroids,H02CA01,trilostane,0.36,g,O,
H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,H03AA01,levothyroxine sodium,0.15,mg,O,
H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,H03AA01,levothyroxine sodium,0.15,mg,P,
H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,H03AA02,liothyronine sodium,60,mcg,O,
H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,H03AA02,liothyronine sodium,60,mcg,P,
H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,H03AA03,combinations of levothyroxine and liothyronine,,,,
H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,H03AA04,tiratricol,,,,
H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,H03AA05,thyroid gland preparations,0.1,g,O,
H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BA,Thiouracils,H03BA01,methylthiouracil,0.1,g,O,
H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BA,Thiouracils,H03BA02,propylthiouracil,0.1,g,O,
H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BA,Thiouracils,H03BA03,benzylthiouracil,,,,
H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BB,Sulfur-containing imidazole derivatives,H03BB01,carbimazole,15,mg,O,
H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BB,Sulfur-containing imidazole derivatives,H03BB02,thiamazole,10,mg,O,
H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BB,Sulfur-containing imidazole derivatives,H03BB52,"thiamazole, combinations",,,,
H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BC,Perchlorates,H03BC01,potassium perchlorate,,,,
H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BX,Other antithyroid preparations,H03BX01,diiodotyrosine,,,,
H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BX,Other antithyroid preparations,H03BX02,dibromotyrosine,,,,
H03,THYROID THERAPY,H03C,IODINE THERAPY,H03CA,Iodine therapy,H03CA**,Iodine therapy,0.33,mg,P,
H03,THYROID THERAPY,H03C,IODINE THERAPY,H03CA,Iodine therapy,H03CA**,Iodine therapy,0.33,g,O,
H04,PANCREATIC HORMONES,H04A,GLYCOGENOLYTIC HORMONES,H04AA,Glycogenolytic hormones,H04AA01,glucagon,1,mg,P,
H05,CALCIUM HOMEOSTASIS,H05A,PARATHYROID HORMONES AND ANALOGUES,H05AA,Parathyroid hormones and analogues,H05AA01,parathyroid gland extract,,,,
H05,CALCIUM HOMEOSTASIS,H05A,PARATHYROID HORMONES AND ANALOGUES,H05AA,Parathyroid hormones and analogues,H05AA02,teriparatide,20,mcg,P,
H05,CALCIUM HOMEOSTASIS,H05A,PARATHYROID HORMONES AND ANALOGUES,H05AA,Parathyroid hormones and analogues,H05AA03,parathyroid hormone,0.1,mg,P,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BA,Calcitonin preparations,H05BA01,calcitonin (salmon synthetic),200,U,N,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BA,Calcitonin preparations,H05BA01,calcitonin (salmon synthetic),100,U,P,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BA,Calcitonin preparations,H05BA02,calcitonin (pork natural),100,U,P,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BA,Calcitonin preparations,H05BA03,calcitonin (human synthetic),100,U,P,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BA,Calcitonin preparations,H05BA04,elcatonin,,,,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BX,Other anti-parathyroid agents,H05BX01,cinacalcet,60,mg,O,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BX,Other anti-parathyroid agents,H05BX02,paricalcitol,2,mcg,O,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BX,Other anti-parathyroid agents,H05BX02,paricalcitol,2,mcg,P,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BX,Other anti-parathyroid agents,H05BX03,doxercalciferol,,,,
H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BX,Other anti-parathyroid agents,H05BX04,etelcalcetide,2.1,mg,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA01,demeclocycline,0.6,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA02,doxycycline,0.1,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA02,doxycycline,0.1,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA03,chlortetracycline,1,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA04,lymecycline,0.6,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA04,lymecycline,0.6,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA05,metacycline,0.6,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA06,oxytetracycline,1,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA06,oxytetracycline,1,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA07,tetracycline,1,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA07,tetracycline,1,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA08,minocycline,0.2,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA08,minocycline,0.2,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA09,rolitetracycline,0.35,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA10,penimepicycline,,,,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA11,clomocycline,1,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA12,tigecycline,0.1,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA13,eravacycline,,,,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA20,combinations of tetracyclines,,,,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,J01AA56,"oxytetracycline, combinations",,,,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01B,AMPHENICOLS,J01BA,Amphenicols,J01BA01,chloramphenicol,3,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01B,AMPHENICOLS,J01BA,Amphenicols,J01BA01,chloramphenicol,3,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01B,AMPHENICOLS,J01BA,Amphenicols,J01BA02,thiamphenicol,1.5,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01B,AMPHENICOLS,J01BA,Amphenicols,J01BA02,thiamphenicol,1.5,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01B,AMPHENICOLS,J01BA,Amphenicols,J01BA52,"thiamphenicol, combinations",,,,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA01,ampicillin,2,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA01,ampicillin,6,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA01,ampicillin,2,g,R,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA02,pivampicillin,1.05,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA03,carbenicillin,12,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA04,amoxicillin,3,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA04,amoxicillin,1.5,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA05,carindacillin,4,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA06,bacampicillin,1.2,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA07,epicillin,2,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA07,epicillin,2,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA08,pivmecillinam,0.6,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA09,azlocillin,12,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA10,mezlocillin,6,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA11,mecillinam,1.2,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA12,piperacillin,14,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA13,ticarcillin,15,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA14,metampicillin,1.5,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA14,metampicillin,1.5,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA15,talampicillin,2,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA16,sulbenicillin,15,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA17,temocillin,4,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA18,hetacillin,2,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA19,aspoxicillin,4,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA20,combinations,,,,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CA,Penicillins with extended spectrum,J01CA51,"ampicillin, combinations",,,,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE01,benzylpenicillin,3.6,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE02,phenoxymethylpenicillin,2,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE03,propicillin,0.9,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE04,azidocillin,1.5,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE05,pheneticillin,1,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE06,penamecillin,1.05,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE07,clometocillin,1,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE08,benzathine benzylpenicillin,3.6,g,P,Expressed as benzylpenicillin
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE09,procaine benzylpenicillin,0.6,g,P,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE10,benzathine phenoxymethylpenicillin,2,g,O,
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,BETA-LACTAM ANTIBACTERIALS & PENICILLINS,J01CE,Beta-lactamase sensitive penicillins,J01CE30,combinations,,,,
